comp wlog structure.volume Acharge Bcharge Ccharge dos_ef AColumn BColumn CColumn ARow BRow CRow AElectronegativity BElectronegativity CElectronegativity AAtomicWeight BAtomicWeight CAtomicWeight ACovalentRadius BCovalentRadius CCovalentRadius ASqrtAtomicWeight BSqrtAtomicWeight CSqrtAtomicWeight
GaHNi3 249.808 47.85481 0.15908 -0.38823 0.07639 0.60771 13.0 1.0 10.0 4.0 1.0 4.0 1.81 2.2 1.91 69.723 1.00794 58.6934 122.0 31.0 124.0 8.350029940066083 1.0039621506809906 7.661161791791112
SnHZr3 35.7434 90.3296 0.7058 -0.35753 -0.11609 4.23732 14.0 1.0 4.0 5.0 1.0 5.0 1.96 2.2 1.33 118.71 1.00794 91.224 139.0 31.0 175.0 10.895411878400926 1.0039621506809906 9.551125588117872
InBSc3 236.5343 103.29506 0.3009 -0.84592 0.18168 6.13547 13.0 13.0 3.0 5.0 2.0 4.0 1.78 2.04 1.36 114.818 10.811 44.955912 142.0 84.0 170.0 10.7153161409265 3.2880085158040573 6.7049170017234365
InOSc3 314.2789 88.669 0.41513 -0.18465 -0.07683 3.59325 13.0 16.0 3.0 5.0 2.0 4.0 1.78 3.44 1.36 114.818 15.9994 44.955912 142.0 66.0 170.0 10.7153161409265 3.9999249992968617 6.7049170017234365
CdCZr3 185.4806 96.44433 0.53935 -1.10259 0.18775 3.01822 12.0 14.0 4.0 5.0 2.0 5.0 1.69 2.55 1.33 112.411 12.0107 91.224 144.0 76.0 175.0 10.602405387458074 3.4656456829860725 9.551125588117872
CdNZr3 188.2535 92.64922 0.48364 -0.54164 0.01933 3.5579 12.0 15.0 4.0 5.0 2.0 5.0 1.69 3.04 1.33 112.411 14.0067 91.224 144.0 71.0 175.0 10.602405387458074 3.742552604840712 9.551125588117872
AlOCa3 210.2314 114.0342 -1.98994 0.45273 0.5124 3.94197 13.0 16.0 2.0 3.0 2.0 4.0 1.61 3.44 1.0 26.9815386 15.9994 40.078 121.0 66.0 176.0 5.194375669895276 3.9999249992968617 6.330718758561306
CdOSc3 286.1565 88.33756 0.20757 -0.10827 -0.0331 2.41186 12.0 16.0 3.0 5.0 2.0 4.0 1.69 3.44 1.36 112.411 15.9994 44.955912 144.0 66.0 170.0 10.602405387458074 3.9999249992968617 6.7049170017234365
HgCZr3 160.1678 95.54236 0.72484 -1.10389 0.12635 3.2983 12.0 14.0 4.0 6.0 2.0 5.0 2.0 2.55 1.33 200.59 12.0107 91.224 132.0 76.0 175.0 14.162979912433682 3.4656456829860725 9.551125588117872
InCY3 203.3787 120.03973 0.75451 -1.20967 0.15172 0.29258 13.0 14.0 3.0 5.0 2.0 5.0 1.78 2.55 1.22 114.818 12.0107 88.90585 142.0 76.0 190.0 10.7153161409265 3.4656456829860725 9.42898987166706
HgNZr3 158.8299 91.95452 0.68148 -0.54755 -0.04465 4.45789 12.0 15.0 4.0 6.0 2.0 5.0 2.0 3.04 1.33 200.59 14.0067 91.224 132.0 71.0 175.0 14.162979912433682 3.742552604840712 9.551125588117872
InOY3 224.5092 110.43743 0.58642 -0.0802 -0.16874 3.19926 13.0 16.0 3.0 5.0 2.0 5.0 1.78 3.44 1.22 114.818 15.9994 88.90585 142.0 66.0 190.0 10.7153161409265 3.9999249992968617 9.42898987166706
AlHNi3 291.1445 47.23685 -2.08706 -0.35873 0.81526 0.49913 13.0 1.0 10.0 3.0 1.0 4.0 1.61 2.2 1.91 26.9815386 1.00794 58.6934 121.0 31.0 124.0 5.194375669895276 1.0039621506809906 7.661161791791112
InHNi3 272.7333 53.72545 0.02577 -0.42573 0.13332 0.75168 13.0 1.0 10.0 5.0 1.0 4.0 1.78 2.2 1.91 114.818 1.00794 58.6934 142.0 31.0 124.0 10.7153161409265 1.0039621506809906 7.661161791791112
TlOSc3 289.8989 89.0435 0.28795 -0.16437 -0.04119 2.66312 13.0 16.0 3.0 6.0 2.0 4.0 1.62 3.44 1.36 204.3833 15.9994 44.955912 145.0 66.0 170.0 14.29626874397652 3.9999249992968617 6.7049170017234365
HgNLi3 293.2059 67.50476 1.44268 -0.4531 -0.32986 0.08545 12.0 15.0 1.0 6.0 2.0 2.0 2.0 3.04 0.98 200.59 14.0067 6.941 132.0 71.0 128.0 14.162979912433682 3.742552604840712 2.6345777650318087
AlNY3 223.4269 109.66746 -2.02147 -0.31632 0.77927 2.39121 13.0 15.0 3.0 3.0 2.0 5.0 1.61 3.04 1.22 26.9815386 14.0067 88.90585 121.0 71.0 190.0 5.194375669895276 3.742552604840712 9.42898987166706
AlHTi3 282.2259 67.25362 -1.92705 -0.25768 0.72824 3.15141 13.0 1.0 4.0 3.0 1.0 4.0 1.61 2.2 1.54 26.9815386 1.00794 47.867 121.0 31.0 160.0 5.194375669895276 1.0039621506809906 6.918598123897644
SnNY3 174.2124 111.29511 0.65281 -0.65548 0.00089 2.92161 14.0 15.0 3.0 5.0 2.0 5.0 1.96 3.04 1.22 118.71 14.0067 88.90585 139.0 71.0 190.0 10.895411878400926 3.742552604840712 9.42898987166706
CdOY3 175.6653 111.08675 0.40327 0.00085 -0.1347 2.09602 12.0 16.0 3.0 5.0 2.0 5.0 1.69 3.44 1.22 112.411 15.9994 88.90585 144.0 66.0 190.0 10.602405387458074 3.9999249992968617 9.42898987166706
ScHNi3 294.5609 52.76986 -0.10036 -0.42574 0.17537 0.34902 3.0 1.0 10.0 4.0 1.0 4.0 1.36 2.2 1.91 44.955912 1.00794 58.6934 170.0 31.0 124.0 6.7049170017234365 1.0039621506809906 7.661161791791112
GaCSc3 228.4065 90.12262 0.5054 -1.21733 0.23731 0.29403 13.0 14.0 3.0 4.0 2.0 4.0 1.81 2.55 1.36 69.723 12.0107 44.955912 122.0 76.0 170.0 8.350029940066083 3.4656456829860725 6.7049170017234365
ZrHRh3 276.9606 64.36195 -0.50399 -0.42612 0.31004 2.80426 4.0 1.0 9.0 5.0 1.0 5.0 1.33 2.2 2.28 91.224 1.00794 102.9055 175.0 31.0 142.0 9.551125588117872 1.0039621506809906 10.1442348158942
SbOBa3 120.1977 162.97397 -1.84817 0.46185 0.46211 2.81071 15.0 16.0 2.0 5.0 2.0 6.0 2.05 3.44 0.89 121.76 15.9994 137.327 139.0 66.0 215.0 11.034491379306978 3.9999249992968617 11.718660332990286
CaBRh3 192.661 74.46259 -0.50074 -0.82884 0.44319 4.93557 2.0 13.0 9.0 4.0 2.0 5.0 1.0 2.04 2.28 40.078 10.811 102.9055 176.0 84.0 142.0 6.330718758561306 3.2880085158040573 10.1442348158942
HgOSc3 267.6893 86.94751 0.40888 -0.11449 -0.09813 2.34188 12.0 16.0 3.0 6.0 2.0 4.0 2.0 3.44 1.36 200.59 15.9994 44.955912 132.0 66.0 170.0 14.162979912433682 3.9999249992968617 6.7049170017234365
PbOCa3 260.3784 116.101 0.56725 -0.0386 -0.17622 0.01945 14.0 16.0 2.0 6.0 2.0 4.0 2.33 3.44 1.0 207.2 15.9994 40.078 146.0 66.0 176.0 14.394443372357264 3.9999249992968617 6.330718758561306
GeNCa3 189.519 112.21471 0.73182 -0.63301 -0.03294 4.56749 14.0 15.0 2.0 4.0 2.0 4.0 2.01 3.04 1.0 72.64 14.0067 40.078 120.0 71.0 176.0 8.522910301065007 3.742552604840712 6.330718758561306
AgHLi3 380.5761 65.05264 1.28253 -0.32615 -0.31879 1.60492 11.0 1.0 1.0 5.0 1.0 2.0 1.93 2.2 0.98 107.8682 1.00794 6.941 145.0 31.0 128.0 10.38596167911282 1.0039621506809906 2.6345777650318087
InHNb3 165.4331 77.16933 0.58981 -0.35004 -0.07993 2.35439 13.0 1.0 5.0 5.0 1.0 5.0 1.78 2.2 1.6 114.818 1.00794 92.90638 142.0 31.0 164.0 10.7153161409265 1.0039621506809906 9.638795567911998
HgHZr3 199.5259 89.07219 0.63043 -0.34613 -0.09477 2.09268 12.0 1.0 4.0 6.0 1.0 5.0 2.0 2.2 1.33 200.59 1.00794 91.224 132.0 31.0 175.0 14.162979912433682 1.0039621506809906 9.551125588117872
GeHNi3 207.7183 48.0556 -0.21599 -0.38889 0.20163 4.16988 14.0 1.0 10.0 4.0 1.0 4.0 2.01 2.2 1.91 72.64 1.00794 58.6934 120.0 31.0 124.0 8.522910301065007 1.0039621506809906 7.661161791791112
PbCSc3 311.9505 95.12471 0.23724 -1.2501 0.33762 3.08557 14.0 14.0 3.0 6.0 2.0 4.0 2.33 2.55 1.36 207.2 12.0107 44.955912 146.0 76.0 170.0 14.394443372357264 3.4656456829860725 6.7049170017234365
InCSc3 319.1655 94.6812 0.44862 -1.24218 0.26452 0.26194 13.0 14.0 3.0 5.0 2.0 4.0 1.78 2.55 1.36 114.818 12.0107 44.955912 142.0 76.0 170.0 10.7153161409265 3.4656456829860725 6.7049170017234365
TlOCa3 137.1365 117.17698 0.57307 -0.03855 -0.17817 5.66397 13.0 16.0 2.0 6.0 2.0 4.0 1.62 3.44 1.0 204.3833 15.9994 40.078 145.0 66.0 176.0 14.29626874397652 3.9999249992968617 6.330718758561306
SnHRh3 226.0817 64.24879 -0.05939 -0.42611 0.16183 2.52455 14.0 1.0 9.0 5.0 1.0 5.0 1.96 2.2 2.28 118.71 1.00794 102.9055 139.0 31.0 142.0 10.895411878400926 1.0039621506809906 10.1442348158942
SnOSr3 133.1993 138.97879 0.85425 -0.0044 -0.28328 0.02419 14.0 16.0 2.0 5.0 2.0 5.0 1.96 3.44 0.95 118.71 15.9994 87.62 139.0 66.0 195.0 10.895411878400926 3.9999249992968617 9.36055553906925
CdCNi3 44.6111 57.49431 -0.23078 -1.31793 0.51624 7.95538 12.0 14.0 10.0 5.0 2.0 4.0 1.69 2.55 1.91 112.411 12.0107 58.6934 144.0 76.0 124.0 10.602405387458074 3.4656456829860725 7.661161791791112
TlHPd3 157.3402 70.21566 0.34431 -0.44359 0.03309 0.27885 13.0 1.0 10.0 6.0 1.0 5.0 1.62 2.2 2.2 204.3833 1.00794 106.42 145.0 31.0 139.0 14.29626874397652 1.0039621506809906 10.31600697944704
PbNSc3 280.4689 90.79257 0.20773 -0.72407 0.17211 2.74759 14.0 15.0 3.0 6.0 2.0 4.0 2.33 3.04 1.36 207.2 14.0067 44.955912 146.0 71.0 170.0 14.394443372357264 3.742552604840712 6.7049170017234365
AlOSc3 312.2185 84.72248 -2.01726 0.19455 0.60757 2.70404 13.0 16.0 3.0 3.0 2.0 4.0 1.61 3.44 1.36 26.9815386 15.9994 44.955912 121.0 66.0 170.0 5.194375669895276 3.9999249992968617 6.7049170017234365
TlOY3 209.6852 110.74897 0.48113 -0.05409 -0.14235 1.89706 13.0 16.0 3.0 6.0 2.0 5.0 1.62 3.44 1.22 204.3833 15.9994 88.90585 145.0 66.0 190.0 14.29626874397652 3.9999249992968617 9.42898987166706
PbNY3 180.151 113.36261 0.50946 -0.63855 0.04303 2.22644 14.0 15.0 3.0 6.0 2.0 5.0 2.33 3.04 1.22 207.2 14.0067 88.90585 146.0 71.0 190.0 14.394443372357264 3.742552604840712 9.42898987166706
HfHCo3 337.4241 51.86821 -0.30907 -0.41321 0.24076 3.97912 4.0 1.0 9.0 6.0 1.0 4.0 1.3 2.2 1.88 178.49 1.00794 58.933195 175.0 31.0 126.0 13.360014970051491 1.0039621506809906 7.676795881095185
SnHNb3 213.0322 77.25993 0.52342 -0.35508 -0.05611 1.68227 14.0 1.0 5.0 5.0 1.0 5.0 1.96 2.2 1.6 118.71 1.00794 92.90638 139.0 31.0 164.0 10.895411878400926 1.0039621506809906 9.638795567911998
LiHPd3 197.492 62.38938 -0.30031 -0.40574 0.23535 2.03063 1.0 1.0 10.0 2.0 1.0 5.0 0.98 2.2 2.2 6.941 1.00794 106.42 128.0 31.0 139.0 2.6345777650318087 1.0039621506809906 10.31600697944704
InHHf3 169.2714 87.38838 0.96952 -0.3474 -0.20737 2.92251 13.0 1.0 4.0 5.0 1.0 6.0 1.78 2.2 1.3 114.818 1.00794 178.49 142.0 31.0 175.0 10.7153161409265 1.0039621506809906 13.360014970051491
CdCRh3 202.7888 69.83159 -0.29499 -1.35088 0.54862 4.99356 12.0 14.0 9.0 5.0 2.0 5.0 1.69 2.55 2.28 112.411 12.0107 102.9055 144.0 76.0 142.0 10.602405387458074 3.4656456829860725 10.1442348158942
InHTi3 239.6082 72.44059 0.94235 -0.33965 -0.2009 4.82378 13.0 1.0 4.0 5.0 1.0 4.0 1.78 2.2 1.54 114.818 1.00794 47.867 142.0 31.0 160.0 10.7153161409265 1.0039621506809906 6.918598123897644
ZnHZr3 219.0222 84.96966 0.71712 -0.3331 -0.12801 2.21145 12.0 1.0 4.0 4.0 1.0 5.0 1.65 2.2 1.33 65.38 1.00794 91.224 122.0 31.0 175.0 8.085790004693418 1.0039621506809906 9.551125588117872
HgHPd3 252.6993 68.78722 0.30411 -0.44636 0.04742 4.19457 12.0 1.0 10.0 6.0 1.0 5.0 2.0 2.2 2.2 200.59 1.00794 106.42 132.0 31.0 139.0 14.162979912433682 1.0039621506809906 10.31600697944704
ScCRh3 174.3117 69.26662 0.16035 -1.2111 0.35025 0.2165 3.0 14.0 9.0 4.0 2.0 5.0 1.36 2.55 2.28 44.955912 12.0107 102.9055 170.0 76.0 142.0 6.7049170017234365 3.4656456829860725 10.1442348158942
PbBY3 195.3216 129.09137 0.8658 -0.79209 -0.02457 0.8706 14.0 13.0 3.0 6.0 2.0 5.0 2.33 2.04 1.22 207.2 10.811 88.90585 146.0 84.0 190.0 14.394443372357264 3.2880085158040573 9.42898987166706
SnHPd3 147.8726 68.49592 0.33632 -0.44472 0.03613 2.88184 14.0 1.0 10.0 5.0 1.0 5.0 1.96 2.2 2.2 118.71 1.00794 106.42 139.0 31.0 139.0 10.895411878400926 1.0039621506809906 10.31600697944704
MgNZr3 203.3034 93.50509 -0.26033 -0.47595 0.24543 2.81402 2.0 15.0 4.0 3.0 2.0 5.0 1.31 3.04 1.33 24.305 14.0067 91.224 141.0 71.0 175.0 4.930010141977397 3.742552604840712 9.551125588117872
BiCSc3 241.193 95.7756 -0.17975 -1.2449 0.47488 3.4388 15.0 14.0 3.0 6.0 2.0 4.0 2.02 2.55 1.36 208.9804 12.0107 44.955912 148.0 76.0 170.0 14.456154398732744 3.4656456829860725 6.7049170017234365
InBNi3 160.4582 60.01805 -0.33648 -0.84886 0.39511 3.26674 13.0 13.0 10.0 5.0 2.0 4.0 1.78 2.04 1.91 114.818 10.811 58.6934 142.0 84.0 124.0 10.7153161409265 3.2880085158040573 7.661161791791112
InHPd3 192.9149 67.92997 0.43437 -0.43822 0.00128 0.43146 13.0 1.0 10.0 5.0 1.0 5.0 1.78 2.2 2.2 114.818 1.00794 106.42 142.0 31.0 139.0 10.7153161409265 1.0039621506809906 10.31600697944704
PbCY3 216.0359 119.76832 0.57281 -1.21654 0.21458 2.63312 14.0 14.0 3.0 6.0 2.0 5.0 2.33 2.55 1.22 207.2 12.0107 88.90585 146.0 76.0 190.0 14.394443372357264 3.4656456829860725 9.42898987166706
PbOSr3 130.8031 141.44977 0.69087 0.01852 -0.23646 0.19021 14.0 16.0 2.0 6.0 2.0 5.0 2.33 3.44 0.95 207.2 15.9994 87.62 146.0 66.0 195.0 14.394443372357264 3.9999249992968617 9.36055553906925
InNCa3 186.3266 121.46936 0.80048 -0.66626 -0.04474 3.04559 13.0 15.0 2.0 5.0 2.0 4.0 1.78 3.04 1.0 114.818 14.0067 40.078 142.0 71.0 176.0 10.7153161409265 3.742552604840712 6.330718758561306
PbBSc3 317.55 102.86241 0.05188 -0.8446 0.26424 0.53059 14.0 13.0 3.0 6.0 2.0 4.0 2.33 2.04 1.36 207.2 10.811 44.955912 146.0 84.0 170.0 14.394443372357264 3.2880085158040573 6.7049170017234365
ZrBCo3 260.7815 58.2347 -1.19438 -0.84341 0.67927 0.1234 4.0 13.0 9.0 5.0 2.0 4.0 1.33 2.04 1.88 91.224 10.811 58.933195 175.0 84.0 126.0 9.551125588117872 3.2880085158040573 7.676795881095185
ScHPd3 239.4401 66.56641 0.02769 -0.44027 0.13753 0.26996 3.0 1.0 10.0 4.0 1.0 5.0 1.36 2.2 2.2 44.955912 1.00794 106.42 170.0 31.0 139.0 6.7049170017234365 1.0039621506809906 10.31600697944704
MgOSc3 287.3045 91.1055 -0.46796 -0.05639 0.17478 3.05839 2.0 16.0 3.0 3.0 2.0 4.0 1.31 3.44 1.36 24.305 15.9994 44.955912 141.0 66.0 170.0 4.930010141977397 3.9999249992968617 6.7049170017234365
TlHRh3 227.5793 66.21104 -0.21325 -0.43955 0.2176 4.61619 13.0 1.0 9.0 6.0 1.0 5.0 1.62 2.2 2.28 204.3833 1.00794 102.9055 145.0 31.0 142.0 14.29626874397652 1.0039621506809906 10.1442348158942
CdCHf3 153.1611 91.96637 0.53319 -1.07334 0.18005 2.5775 12.0 14.0 4.0 5.0 2.0 6.0 1.69 2.55 1.3 112.411 12.0107 178.49 144.0 76.0 175.0 10.602405387458074 3.4656456829860725 13.360014970051491
AgNTi3 242.1564 71.69462 0.38606 -0.53127 0.04841 4.03783 11.0 15.0 4.0 5.0 2.0 4.0 1.93 3.04 1.54 107.8682 14.0067 47.867 145.0 71.0 160.0 10.38596167911282 3.742552604840712 6.918598123897644
AlOY3 218.7133 106.78694 -2.03718 0.34549 0.5639 3.63635 13.0 16.0 3.0 3.0 2.0 5.0 1.61 3.44 1.22 26.9815386 15.9994 88.90585 121.0 66.0 190.0 5.194375669895276 3.9999249992968617 9.42898987166706
TlCY3 156.535 119.9614 0.64053 -1.1995 0.18632 0.26745 13.0 14.0 3.0 6.0 2.0 5.0 1.62 2.55 1.22 204.3833 12.0107 88.90585 145.0 76.0 190.0 14.29626874397652 3.4656456829860725 9.42898987166706
MgHZr3 206.0636 91.18298 -0.27045 -0.33569 0.20205 2.91695 2.0 1.0 4.0 3.0 1.0 5.0 1.31 2.2 1.33 24.305 1.00794 91.224 141.0 31.0 175.0 4.930010141977397 1.0039621506809906 9.551125588117872
CdHHf3 187.3987 86.94985 0.50025 -0.34493 -0.05177 1.75836 12.0 1.0 4.0 5.0 1.0 6.0 1.69 2.2 1.3 112.411 1.00794 178.49 144.0 31.0 175.0 10.602405387458074 1.0039621506809906 13.360014970051491
GaHZr3 210.6021 84.60127 0.76114 -0.33547 -0.14189 2.43722 13.0 1.0 4.0 4.0 1.0 5.0 1.81 2.2 1.33 69.723 1.00794 91.224 122.0 31.0 175.0 8.350029940066083 1.0039621506809906 9.551125588117872
MgNSc3 275.2883 92.63665 -0.44749 -0.62618 0.35789 7.59225 2.0 15.0 3.0 3.0 2.0 4.0 1.31 3.04 1.36 24.305 14.0067 44.955912 141.0 71.0 170.0 4.930010141977397 3.742552604840712 6.7049170017234365
BeHTi3 312.8761 61.91357 -0.70328 -0.28214 0.32847 2.26979 2.0 1.0 4.0 2.0 1.0 4.0 1.57 2.2 1.54 9.012182 1.00794 47.867 96.0 31.0 160.0 3.002029646755674 1.0039621506809906 6.918598123897644
InBRh3 152.5848 71.32751 -0.32586 -0.8423 0.38939 5.17183 13.0 13.0 9.0 5.0 2.0 5.0 1.78 2.04 2.28 114.818 10.811 102.9055 142.0 84.0 142.0 10.7153161409265 3.2880085158040573 10.1442348158942
AsHTi3 162.0806 64.45945 -1.70431 -0.31149 0.67193 6.26859 15.0 1.0 4.0 4.0 1.0 4.0 2.18 2.2 1.54 74.9216 1.00794 47.867 119.0 31.0 160.0 8.655726428209247 1.0039621506809906 6.918598123897644
SnBSc3 334.3391 100.88774 0.20157 -0.83997 0.2128 0.36707 14.0 13.0 3.0 5.0 2.0 4.0 1.96 2.04 1.36 118.71 10.811 44.955912 139.0 84.0 170.0 10.895411878400926 3.2880085158040573 6.7049170017234365
PbBTi3 195.8234 82.6305 0.69891 -0.62855 -0.02345 4.50162 14.0 13.0 4.0 6.0 2.0 4.0 2.33 2.04 1.54 207.2 10.811 47.867 146.0 84.0 160.0 14.394443372357264 3.2880085158040573 6.918598123897644
HfHRh3 300.0696 63.41208 -0.42366 -0.42135 0.28167 2.41583 4.0 1.0 9.0 6.0 1.0 5.0 1.3 2.2 2.28 178.49 1.00794 102.9055 175.0 31.0 142.0 13.360014970051491 1.0039621506809906 10.1442348158942
TlBTi3 195.0794 82.01247 0.77415 -0.60807 -0.05536 4.8122 13.0 13.0 4.0 6.0 2.0 4.0 1.62 2.04 1.54 204.3833 10.811 47.867 145.0 84.0 160.0 14.29626874397652 3.2880085158040573 6.918598123897644
AlBSc3 234.9965 100.47961 -2.04505 -0.64336 0.89614 7.31992 13.0 13.0 3.0 3.0 2.0 4.0 1.61 2.04 1.36 26.9815386 10.811 44.955912 121.0 84.0 170.0 5.194375669895276 3.2880085158040573 6.7049170017234365
PbHPd3 159.9174 71.86024 0.17902 -0.45465 0.09188 3.06291 14.0 1.0 10.0 6.0 1.0 5.0 2.33 2.2 2.2 207.2 1.00794 106.42 146.0 31.0 139.0 14.394443372357264 1.0039621506809906 10.31600697944704
MgHRh3 242.1385 61.14798 -0.80887 -0.40424 0.40437 2.78489 2.0 1.0 9.0 3.0 1.0 5.0 1.31 2.2 2.28 24.305 1.00794 102.9055 141.0 31.0 142.0 4.930010141977397 1.0039621506809906 10.1442348158942
MgCRh3 210.7736 67.69809 -0.84055 -1.30453 0.71503 4.37518 2.0 14.0 9.0 3.0 2.0 5.0 1.31 2.55 2.28 24.305 12.0107 102.9055 141.0 76.0 142.0 4.930010141977397 3.4656456829860725 10.1442348158942
TlHTi3 204.6731 73.22699 0.82223 -0.3406 -0.16054 4.89427 13.0 1.0 4.0 6.0 1.0 4.0 1.62 2.2 1.54 204.3833 1.00794 47.867 145.0 31.0 160.0 14.29626874397652 1.0039621506809906 6.918598123897644
GaNY3 179.5497 107.98057 0.73327 -0.63845 -0.03161 2.30592 13.0 15.0 3.0 4.0 2.0 5.0 1.81 3.04 1.22 69.723 14.0067 88.90585 122.0 71.0 190.0 8.350029940066083 3.742552604840712 9.42898987166706
SnHCo3 329.4898 52.05539 -0.18836 -0.41403 0.2008 4.06997 14.0 1.0 9.0 5.0 1.0 4.0 1.96 2.2 1.88 118.71 1.00794 58.933195 139.0 31.0 126.0 10.895411878400926 1.0039621506809906 7.676795881095185
ScHRh3 261.3846 62.97111 -0.17415 -0.42108 0.19841 4.35582 3.0 1.0 9.0 4.0 1.0 5.0 1.36 2.2 2.28 44.955912 1.00794 102.9055 170.0 31.0 142.0 6.7049170017234365 1.0039621506809906 10.1442348158942
AlHZr3 212.6614 85.78884 -2.00542 -0.28922 0.76488 1.51534 13.0 1.0 4.0 3.0 1.0 5.0 1.61 2.2 1.33 26.9815386 1.00794 91.224 121.0 31.0 175.0 5.194375669895276 1.0039621506809906 9.551125588117872
InNNi3 222.7441 57.9844 -0.03127 -0.85987 0.29705 1.47046 13.0 15.0 10.0 5.0 2.0 4.0 1.78 3.04 1.91 114.818 14.0067 58.6934 142.0 71.0 124.0 10.7153161409265 3.742552604840712 7.661161791791112
GaHTi3 285.2921 66.13584 0.92973 -0.31522 -0.20483 3.3959 13.0 1.0 4.0 4.0 1.0 4.0 1.81 2.2 1.54 69.723 1.00794 47.867 122.0 31.0 160.0 8.350029940066083 1.0039621506809906 6.918598123897644
MgBNi3 158.4032 57.69235 -0.6797 -0.69492 0.45821 6.22747 2.0 13.0 10.0 3.0 2.0 4.0 1.31 2.04 1.91 24.305 10.811 58.6934 141.0 84.0 124.0 4.930010141977397 3.2880085158040573 7.661161791791112
ZnHTi3 303.0748 66.04171 0.48735 -0.3304 -0.05232 2.32274 12.0 1.0 4.0 4.0 1.0 4.0 1.65 2.2 1.54 65.38 1.00794 47.867 122.0 31.0 160.0 8.085790004693418 1.0039621506809906 6.918598123897644
WHFe3 533.9006 48.2822 -0.73549 -0.36593 0.36714 4.07769 6.0 1.0 8.0 6.0 1.0 4.0 2.36 2.2 1.83 183.84 1.00794 55.845 162.0 31.0 132.0 13.558761005342634 1.0039621506809906 7.47295122424869
