comp lambda structure.volume Acharge Bcharge Ccharge dos_ef AColumn BColumn CColumn ARow BRow CRow AElectronegativity BElectronegativity CElectronegativity AAtomicWeight BAtomicWeight CAtomicWeight ACovalentRadius BCovalentRadius CCovalentRadius ASqrtAtomicWeight BSqrtAtomicWeight CSqrtAtomicWeight
TlNCa3 0.2887 121.52463 0.69054 -0.65081 -0.01324 2.97547 13.0 15.0 2.0 6.0 2.0 4.0 1.62 3.04 1.0 204.3833 14.0067 40.078 145.0 71.0 176.0 14.29626874397652 3.742552604840712 6.330718758561306
SiHV3 0.6353 54.47482 -2.0382 -0.27642 0.77154 2.10638 14.0 1.0 5.0 3.0 1.0 4.0 1.9 2.2 1.63 28.0855 1.00794 50.9415 111.0 31.0 153.0 5.299575454694461 1.0039621506809906 7.137331434086552
PbBSc3 0.2575 102.86241 0.05188 -0.8446 0.26424 0.53059 14.0 13.0 3.0 6.0 2.0 4.0 2.33 2.04 1.36 207.2 10.811 44.955912 146.0 84.0 170.0 14.394443372357264 3.2880085158040573 6.7049170017234365
AgNTi3 0.3701 71.69462 0.38606 -0.53127 0.04841 4.03783 11.0 15.0 4.0 5.0 2.0 4.0 1.93 3.04 1.54 107.8682 14.0067 47.867 145.0 71.0 160.0 10.38596167911282 3.742552604840712 6.918598123897644
CdBRh3 0.3979 71.29002 -0.03615 -0.75019 0.26211 4.41934 12.0 13.0 9.0 5.0 2.0 5.0 1.69 2.04 2.28 112.411 10.811 102.9055 144.0 84.0 142.0 10.602405387458074 3.2880085158040573 10.1442348158942
MgBNi3 0.4192 57.69235 -0.6797 -0.69492 0.45821 6.22747 2.0 13.0 10.0 3.0 2.0 4.0 1.31 2.04 1.91 24.305 10.811 58.6934 141.0 84.0 124.0 4.930010141977397 3.2880085158040573 7.661161791791112
YCRu3 0.3122 72.3651 -0.4938 -1.35158 0.61513 3.22631 3.0 14.0 8.0 5.0 2.0 5.0 1.22 2.55 2.2 88.90585 12.0107 101.07 190.0 76.0 146.0 9.42898987166706 3.4656456829860725 10.053357648069625
TaHRh3 0.2063 61.49805 -0.94766 -0.40282 0.45016 3.60544 5.0 1.0 9.0 6.0 1.0 5.0 1.5 2.2 2.28 180.94788 1.00794 102.9055 170.0 31.0 142.0 13.451686883064149 1.0039621506809906 10.1442348158942
InBSc3 0.4821 103.29506 0.3009 -0.84592 0.18168 6.13547 13.0 13.0 3.0 5.0 2.0 4.0 1.78 2.04 1.36 114.818 10.811 44.955912 142.0 84.0 170.0 10.7153161409265 3.2880085158040573 6.7049170017234365
TlCSc3 0.2114 94.67865 0.33981 -1.23107 0.29709 0.19478 13.0 14.0 3.0 6.0 2.0 4.0 1.62 2.55 1.36 204.3833 12.0107 44.955912 145.0 76.0 170.0 14.29626874397652 3.4656456829860725 6.7049170017234365
ScHNi3 0.0684 52.76986 -0.10036 -0.42574 0.17537 0.34902 3.0 1.0 10.0 4.0 1.0 4.0 1.36 2.2 1.91 44.955912 1.00794 58.6934 170.0 31.0 124.0 6.7049170017234365 1.0039621506809906 7.661161791791112
CdNTi3 0.3363 73.56258 0.27073 -0.62361 0.11763 5.03376 12.0 15.0 4.0 5.0 2.0 4.0 1.69 3.04 1.54 112.411 14.0067 47.867 144.0 71.0 160.0 10.602405387458074 3.742552604840712 6.918598123897644
HgNTi3 0.3551 73.24887 0.49933 -0.62658 0.04242 6.72997 12.0 15.0 4.0 6.0 2.0 4.0 2.0 3.04 1.54 200.59 14.0067 47.867 132.0 71.0 160.0 14.162979912433682 3.742552604840712 6.918598123897644
BiHHf3 0.8442 90.52786 -0.04514 -0.37232 0.13915 5.18119 15.0 1.0 4.0 6.0 1.0 6.0 2.02 2.2 1.3 208.9804 1.00794 178.49 148.0 31.0 175.0 14.456154398732744 1.0039621506809906 13.360014970051491
SnNSr3 0.2314 145.9736 0.98024 -0.64091 -0.11311 5.09892 14.0 15.0 2.0 5.0 2.0 5.0 1.96 3.04 0.95 118.71 14.0067 87.62 139.0 71.0 195.0 10.895411878400926 3.742552604840712 9.36055553906925
InHTi3 0.5461 72.44059 0.94235 -0.33965 -0.2009 4.82378 13.0 1.0 4.0 5.0 1.0 4.0 1.78 2.2 1.54 114.818 1.00794 47.867 142.0 31.0 160.0 10.7153161409265 1.0039621506809906 6.918598123897644
CaHPd3 0.3211 72.04447 -0.09832 -0.45277 0.1837 1.59783 2.0 1.0 10.0 4.0 1.0 5.0 1.0 2.2 2.2 40.078 1.00794 106.42 176.0 31.0 139.0 6.330718758561306 1.0039621506809906 10.31600697944704
InHPd3 0.1042 67.92997 0.43437 -0.43822 0.00128 0.43146 13.0 1.0 10.0 5.0 1.0 5.0 1.78 2.2 2.2 114.818 1.00794 106.42 142.0 31.0 139.0 10.7153161409265 1.0039621506809906 10.31600697944704
SbHTi3 0.7255 71.519 -1.96009 -0.3379 0.766 6.33685 15.0 1.0 4.0 5.0 1.0 4.0 2.05 2.2 1.54 121.76 1.00794 47.867 139.0 31.0 160.0 11.034491379306978 1.0039621506809906 6.918598123897644
TlOSc3 0.3136 89.0435 0.28795 -0.16437 -0.04119 2.66312 13.0 16.0 3.0 6.0 2.0 4.0 1.62 3.44 1.36 204.3833 15.9994 44.955912 145.0 66.0 170.0 14.29626874397652 3.9999249992968617 6.7049170017234365
BiCSc3 0.3907 95.7756 -0.17975 -1.2449 0.47488 3.4388 15.0 14.0 3.0 6.0 2.0 4.0 2.02 2.55 1.36 208.9804 12.0107 44.955912 148.0 76.0 170.0 14.456154398732744 3.4656456829860725 6.7049170017234365
NaPCa3 0.2616 179.55658 0.71882 -1.73767 0.33961 4.56257 1.0 15.0 2.0 3.0 3.0 4.0 0.93 2.19 1.0 22.98976928 30.973762 40.078 166.0 107.0 176.0 4.794764778380687 5.565407622088431 6.330718758561306
SnHV3 0.5485 62.48215 0.27043 -0.36268 0.03075 1.81441 14.0 1.0 5.0 5.0 1.0 4.0 1.96 2.2 1.63 118.71 1.00794 50.9415 139.0 31.0 153.0 10.895411878400926 1.0039621506809906 7.137331434086552
CdCZr3 0.4174 96.44433 0.53935 -1.10259 0.18775 3.01822 12.0 14.0 4.0 5.0 2.0 5.0 1.69 2.55 1.33 112.411 12.0107 91.224 144.0 76.0 175.0 10.602405387458074 3.4656456829860725 9.551125588117872
NaBPd3 0.2078 75.35635 0.44152 -0.78782 0.11543 0.47589 1.0 13.0 10.0 3.0 2.0 5.0 0.93 2.04 2.2 22.98976928 10.811 106.42 166.0 84.0 139.0 4.794764778380687 3.2880085158040573 10.31600697944704
PbNCa3 0.2039 120.62427 0.66328 -0.65519 -0.0027 4.54843 14.0 15.0 2.0 6.0 2.0 4.0 2.33 3.04 1.0 207.2 14.0067 40.078 146.0 71.0 176.0 14.394443372357264 3.742552604840712 6.330718758561306
ZnNCa3 0.3218 117.58649 0.86712 -0.65101 -0.07204 4.97283 12.0 15.0 2.0 4.0 2.0 4.0 1.65 3.04 1.0 65.38 14.0067 40.078 122.0 71.0 176.0 8.085790004693418 3.742552604840712 6.330718758561306
CdNZr3 0.4566 92.64922 0.48364 -0.54164 0.01933 3.5579 12.0 15.0 4.0 5.0 2.0 5.0 1.69 3.04 1.33 112.411 14.0067 91.224 144.0 71.0 175.0 10.602405387458074 3.742552604840712 9.551125588117872
GeHV3 0.5189 55.96843 0.05567 -0.32206 0.0888 1.76725 14.0 1.0 5.0 4.0 1.0 4.0 2.01 2.2 1.63 72.64 1.00794 50.9415 120.0 31.0 153.0 8.522910301065007 1.0039621506809906 7.137331434086552
CdOCa3 0.2965 118.3471 0.45145 -0.00874 -0.14757 2.98549 12.0 16.0 2.0 5.0 2.0 4.0 1.69 3.44 1.0 112.411 15.9994 40.078 144.0 66.0 176.0 10.602405387458074 3.9999249992968617 6.330718758561306
ScBRh3 0.195 70.25113 -0.07719 -0.7193 0.2655 4.46404 3.0 13.0 9.0 4.0 2.0 5.0 1.36 2.04 2.28 44.955912 10.811 102.9055 170.0 84.0 142.0 6.7049170017234365 3.2880085158040573 10.1442348158942
HgNLi3 0.2483 67.50476 1.44268 -0.4531 -0.32986 0.08545 12.0 15.0 1.0 6.0 2.0 2.0 2.0 3.04 0.98 200.59 14.0067 6.941 132.0 71.0 128.0 14.162979912433682 3.742552604840712 2.6345777650318087
CaBRh3 0.3509 74.46259 -0.50074 -0.82884 0.44319 4.93557 2.0 13.0 9.0 4.0 2.0 5.0 1.0 2.04 2.28 40.078 10.811 102.9055 176.0 84.0 142.0 6.330718758561306 3.2880085158040573 10.1442348158942
PbCY3 0.2616 119.76832 0.57281 -1.21654 0.21458 2.63312 14.0 14.0 3.0 6.0 2.0 5.0 2.33 2.55 1.22 207.2 12.0107 88.90585 146.0 76.0 190.0 14.394443372357264 3.4656456829860725 9.42898987166706
GaNCa3 0.3185 116.35776 0.90075 -0.66075 -0.08 3.26754 13.0 15.0 2.0 4.0 2.0 4.0 1.81 3.04 1.0 69.723 14.0067 40.078 122.0 71.0 176.0 8.350029940066083 3.742552604840712 6.330718758561306
PbBY3 0.3998 129.09137 0.8658 -0.79209 -0.02457 0.8706 14.0 13.0 3.0 6.0 2.0 5.0 2.33 2.04 1.22 207.2 10.811 88.90585 146.0 84.0 190.0 14.394443372357264 3.2880085158040573 9.42898987166706
InNY3 0.2158 112.81516 0.69902 -0.63965 -0.01979 2.48741 13.0 15.0 3.0 5.0 2.0 5.0 1.78 3.04 1.22 114.818 14.0067 88.90585 142.0 71.0 190.0 10.7153161409265 3.742552604840712 9.42898987166706
SnHNi3 0.1496 53.7902 -0.09002 -0.42972 0.17325 3.80283 14.0 1.0 10.0 5.0 1.0 4.0 1.96 2.2 1.91 118.71 1.00794 58.6934 139.0 31.0 124.0 10.895411878400926 1.0039621506809906 7.661161791791112
HgHLi3 0.5004 68.38803 1.41774 -0.34218 -0.35852 1.41235 12.0 1.0 1.0 6.0 1.0 2.0 2.0 2.2 0.98 200.59 1.00794 6.941 132.0 31.0 128.0 14.162979912433682 1.0039621506809906 2.6345777650318087
BiBSc3 0.2562 103.25504 -0.33948 -0.84549 0.39499 3.26787 15.0 13.0 3.0 6.0 2.0 4.0 2.02 2.04 1.36 208.9804 10.811 44.955912 148.0 84.0 170.0 14.456154398732744 3.2880085158040573 6.7049170017234365
MgCRh3 0.2738 67.69809 -0.84055 -1.30453 0.71503 4.37518 2.0 14.0 9.0 3.0 2.0 5.0 1.31 2.55 2.28 24.305 12.0107 102.9055 141.0 76.0 142.0 4.930010141977397 3.4656456829860725 10.1442348158942
GaHNi3 0.1191 47.85481 0.15908 -0.38823 0.07639 0.60771 13.0 1.0 10.0 4.0 1.0 4.0 1.81 2.2 1.91 69.723 1.00794 58.6934 122.0 31.0 124.0 8.350029940066083 1.0039621506809906 7.661161791791112
SiHCo3 0.2379 43.92998 -2.19941 -0.31483 0.83808 2.78547 14.0 1.0 9.0 3.0 1.0 4.0 1.9 2.2 1.88 28.0855 1.00794 58.933195 111.0 31.0 126.0 5.299575454694461 1.0039621506809906 7.676795881095185
CdHZr3 0.5015 90.15276 0.45499 -0.34617 -0.03627 2.06384 12.0 1.0 4.0 5.0 1.0 5.0 1.69 2.2 1.33 112.411 1.00794 91.224 144.0 31.0 175.0 10.602405387458074 1.0039621506809906 9.551125588117872
TlCTi3 0.3208 77.37003 0.32643 -1.18893 0.2875 4.90621 13.0 14.0 4.0 6.0 2.0 4.0 1.62 2.55 1.54 204.3833 12.0107 47.867 145.0 76.0 160.0 14.29626874397652 3.4656456829860725 6.918598123897644
CdCNi3 1.4322 57.49431 -0.23078 -1.31793 0.51624 7.95538 12.0 14.0 10.0 5.0 2.0 4.0 1.69 2.55 1.91 112.411 12.0107 58.6934 144.0 76.0 124.0 10.602405387458074 3.4656456829860725 7.661161791791112
SnCSc3 0.1583 93.29763 0.38926 -1.25454 0.28843 2.95701 14.0 14.0 3.0 5.0 2.0 4.0 1.96 2.55 1.36 118.71 12.0107 44.955912 139.0 76.0 170.0 10.895411878400926 3.4656456829860725 6.7049170017234365
PbHPd3 0.3588 71.86024 0.17902 -0.45465 0.09188 3.06291 14.0 1.0 10.0 6.0 1.0 5.0 2.33 2.2 2.2 207.2 1.00794 106.42 146.0 31.0 139.0 14.394443372357264 1.0039621506809906 10.31600697944704
HfBCo3 0.1648 57.22751 -0.88762 -0.80099 0.56287 0.06774 4.0 13.0 9.0 6.0 2.0 4.0 1.3 2.04 1.88 178.49 10.811 58.933195 175.0 84.0 126.0 13.360014970051491 3.2880085158040573 7.676795881095185
CdHHf3 0.3912 86.94985 0.50025 -0.34493 -0.05177 1.75836 12.0 1.0 4.0 5.0 1.0 6.0 1.69 2.2 1.3 112.411 1.00794 178.49 144.0 31.0 175.0 10.602405387458074 1.0039621506809906 13.360014970051491
CdCRh3 0.2887 69.83159 -0.29499 -1.35088 0.54862 4.99356 12.0 14.0 9.0 5.0 2.0 5.0 1.69 2.55 2.28 112.411 12.0107 102.9055 144.0 76.0 142.0 10.602405387458074 3.4656456829860725 10.1442348158942
HgNCa3 0.284 118.92215 0.72411 -0.6353 -0.0296 2.68617 12.0 15.0 2.0 6.0 2.0 4.0 2.0 3.04 1.0 200.59 14.0067 40.078 132.0 71.0 176.0 14.162979912433682 3.742552604840712 6.330718758561306
TlHPd3 0.0962 70.21566 0.34431 -0.44359 0.03309 0.27885 13.0 1.0 10.0 6.0 1.0 5.0 1.62 2.2 2.2 204.3833 1.00794 106.42 145.0 31.0 139.0 14.29626874397652 1.0039621506809906 10.31600697944704
CdHRh3 0.3779 64.10419 -0.31796 -0.43064 0.24953 3.86843 12.0 1.0 9.0 5.0 1.0 5.0 1.69 2.2 2.28 112.411 1.00794 102.9055 144.0 31.0 142.0 10.602405387458074 1.0039621506809906 10.1442348158942
CdOSc3 0.2536 88.33756 0.20757 -0.10827 -0.0331 2.41186 12.0 16.0 3.0 5.0 2.0 4.0 1.69 3.44 1.36 112.411 15.9994 44.955912 144.0 66.0 170.0 10.602405387458074 3.9999249992968617 6.7049170017234365
PbOSr3 0.1493 141.44977 0.69087 0.01852 -0.23646 0.19021 14.0 16.0 2.0 6.0 2.0 5.0 2.33 3.44 0.95 207.2 15.9994 87.62 146.0 66.0 195.0 14.394443372357264 3.9999249992968617 9.36055553906925
AgNCa3 0.249 117.34236 0.65907 -0.57319 -0.02862 3.2541 11.0 15.0 2.0 5.0 2.0 4.0 1.93 3.04 1.0 107.8682 14.0067 40.078 145.0 71.0 176.0 10.38596167911282 3.742552604840712 6.330718758561306
HfHCo3 0.1862 51.86821 -0.30907 -0.41321 0.24076 3.97912 4.0 1.0 9.0 6.0 1.0 4.0 1.3 2.2 1.88 178.49 1.00794 58.933195 175.0 31.0 126.0 13.360014970051491 1.0039621506809906 7.676795881095185
MgCZr3 0.4452 97.85341 -0.21515 -1.06809 0.42775 3.04046 2.0 14.0 4.0 3.0 2.0 5.0 1.31 2.55 1.33 24.305 12.0107 91.224 141.0 76.0 175.0 4.930010141977397 3.4656456829860725 9.551125588117872
InNSc3 0.1558 89.62936 0.44512 -0.72021 0.0917 2.90464 13.0 15.0 3.0 5.0 2.0 4.0 1.78 3.04 1.36 114.818 14.0067 44.955912 142.0 71.0 170.0 10.7153161409265 3.742552604840712 6.7049170017234365
ZrCRu3 0.2228 69.08257 -0.33823 -1.19336 0.51053 1.52473 4.0 14.0 8.0 5.0 2.0 5.0 1.33 2.55 2.2 91.224 12.0107 101.07 175.0 76.0 146.0 9.551125588117872 3.4656456829860725 10.053357648069625
AsHTi3 0.9518 64.45945 -1.70431 -0.31149 0.67193 6.26859 15.0 1.0 4.0 4.0 1.0 4.0 2.18 2.2 1.54 74.9216 1.00794 47.867 119.0 31.0 160.0 8.655726428209247 1.0039621506809906 6.918598123897644
GaHZr3 0.5515 84.60127 0.76114 -0.33547 -0.14189 2.43722 13.0 1.0 4.0 4.0 1.0 5.0 1.81 2.2 1.33 69.723 1.00794 91.224 122.0 31.0 175.0 8.350029940066083 1.0039621506809906 9.551125588117872
MgHRh3 0.4063 61.14798 -0.80887 -0.40424 0.40437 2.78489 2.0 1.0 9.0 3.0 1.0 5.0 1.31 2.2 2.28 24.305 1.00794 102.9055 141.0 31.0 142.0 4.930010141977397 1.0039621506809906 10.1442348158942
InOY3 0.3512 110.43743 0.58642 -0.0802 -0.16874 3.19926 13.0 16.0 3.0 5.0 2.0 5.0 1.78 3.44 1.22 114.818 15.9994 88.90585 142.0 66.0 190.0 10.7153161409265 3.9999249992968617 9.42898987166706
GeCSc3 0.2173 88.02143 0.24751 -1.20689 0.3198 2.75687 14.0 14.0 3.0 4.0 2.0 4.0 2.01 2.55 1.36 72.64 12.0107 44.955912 120.0 76.0 170.0 8.522910301065007 3.4656456829860725 6.7049170017234365
InCCo3 0.2504 56.30879 -0.65817 -1.43785 0.69867 1.29812 13.0 14.0 9.0 5.0 2.0 4.0 1.78 2.55 1.88 114.818 12.0107 58.933195 142.0 76.0 126.0 10.7153161409265 3.4656456829860725 7.676795881095185
GeHNi3 0.2326 48.0556 -0.21599 -0.38889 0.20163 4.16988 14.0 1.0 10.0 4.0 1.0 4.0 2.01 2.2 1.91 72.64 1.00794 58.6934 120.0 31.0 124.0 8.522910301065007 1.0039621506809906 7.661161791791112
GeHCo3 0.2227 46.28489 -0.40474 -0.37044 0.25839 2.90677 14.0 1.0 9.0 4.0 1.0 4.0 2.01 2.2 1.88 72.64 1.00794 58.933195 120.0 31.0 126.0 8.522910301065007 1.0039621506809906 7.676795881095185
TlNSc3 0.162 89.80152 0.28803 -0.71669 0.14289 2.76865 13.0 15.0 3.0 6.0 2.0 4.0 1.62 3.04 1.36 204.3833 14.0067 44.955912 145.0 71.0 170.0 14.29626874397652 3.742552604840712 6.7049170017234365
TlNY3 0.2256 112.88276 0.59904 -0.62083 0.00726 2.4199 13.0 15.0 3.0 6.0 2.0 5.0 1.62 3.04 1.22 204.3833 14.0067 88.90585 145.0 71.0 190.0 14.29626874397652 3.742552604840712 9.42898987166706
InHNi3 0.0953 53.72545 0.02577 -0.42573 0.13332 0.75168 13.0 1.0 10.0 5.0 1.0 4.0 1.78 2.2 1.91 114.818 1.00794 58.6934 142.0 31.0 124.0 10.7153161409265 1.0039621506809906 7.661161791791112
AlCCo3 0.3536 51.61046 -2.06516 -0.87629 0.98048 0.93156 13.0 14.0 9.0 3.0 2.0 4.0 1.61 2.55 1.88 26.9815386 12.0107 58.933195 121.0 76.0 126.0 5.194375669895276 3.4656456829860725 7.676795881095185
GaNY3 0.3 107.98057 0.73327 -0.63845 -0.03161 2.30592 13.0 15.0 3.0 4.0 2.0 5.0 1.81 3.04 1.22 69.723 14.0067 88.90585 122.0 71.0 190.0 8.350029940066083 3.742552604840712 9.42898987166706
InNNi3 0.3534 57.9844 -0.03127 -0.85987 0.29705 1.47046 13.0 15.0 10.0 5.0 2.0 4.0 1.78 3.04 1.91 114.818 14.0067 58.6934 142.0 71.0 124.0 10.7153161409265 3.742552604840712 7.661161791791112
SnHZr3 2.3975 90.3296 0.7058 -0.35753 -0.11609 4.23732 14.0 1.0 4.0 5.0 1.0 5.0 1.96 2.2 1.33 118.71 1.00794 91.224 139.0 31.0 175.0 10.895411878400926 1.0039621506809906 9.551125588117872
YBRh3 0.1697 74.63808 -0.19829 -0.79778 0.33202 4.40227 3.0 13.0 9.0 5.0 2.0 5.0 1.22 2.04 2.28 88.90585 10.811 102.9055 190.0 84.0 142.0 9.42898987166706 3.2880085158040573 10.1442348158942
CdOY3 0.3583 111.08675 0.40327 0.00085 -0.1347 2.09602 12.0 16.0 3.0 5.0 2.0 5.0 1.69 3.44 1.22 112.411 15.9994 88.90585 144.0 66.0 190.0 10.602405387458074 3.9999249992968617 9.42898987166706
SiCSc3 0.223 86.81631 -2.02015 -0.9739 0.99802 2.69304 14.0 14.0 3.0 3.0 2.0 4.0 1.9 2.55 1.36 28.0855 12.0107 44.955912 111.0 76.0 170.0 5.299575454694461 3.4656456829860725 6.7049170017234365
SnHRh3 0.2992 64.24879 -0.05939 -0.42611 0.16183 2.52455 14.0 1.0 9.0 5.0 1.0 5.0 1.96 2.2 2.28 118.71 1.00794 102.9055 139.0 31.0 142.0 10.895411878400926 1.0039621506809906 10.1442348158942
LiHPd3 0.2831 62.38938 -0.30031 -0.40574 0.23535 2.03063 1.0 1.0 10.0 2.0 1.0 5.0 0.98 2.2 2.2 6.941 1.00794 106.42 128.0 31.0 139.0 2.6345777650318087 1.0039621506809906 10.31600697944704
AlHHf3 0.4685 82.65023 -1.99507 -0.28147 0.75885 2.04775 13.0 1.0 4.0 3.0 1.0 6.0 1.61 2.2 1.3 26.9815386 1.00794 178.49 121.0 31.0 175.0 5.194375669895276 1.0039621506809906 13.360014970051491
AlNY3 0.2514 109.66746 -2.02147 -0.31632 0.77927 2.39121 13.0 15.0 3.0 3.0 2.0 5.0 1.61 3.04 1.22 26.9815386 14.0067 88.90585 121.0 71.0 190.0 5.194375669895276 3.742552604840712 9.42898987166706
AlHZr3 0.5298 85.78884 -2.00542 -0.28922 0.76488 1.51534 13.0 1.0 4.0 3.0 1.0 5.0 1.61 2.2 1.33 26.9815386 1.00794 91.224 121.0 31.0 175.0 5.194375669895276 1.0039621506809906 9.551125588117872
GaCSc3 0.3118 90.12262 0.5054 -1.21733 0.23731 0.29403 13.0 14.0 3.0 4.0 2.0 4.0 1.81 2.55 1.36 69.723 12.0107 44.955912 122.0 76.0 170.0 8.350029940066083 3.4656456829860725 6.7049170017234365
InHZr3 0.5235 90.38342 0.70949 -0.35439 -0.11837 2.79931 13.0 1.0 4.0 5.0 1.0 5.0 1.78 2.2 1.33 114.818 1.00794 91.224 142.0 31.0 175.0 10.7153161409265 1.0039621506809906 9.551125588117872
